,FacilityName,Latitude,Longitude,LocationAddress,City,State,ZIP,County,FIPScode,PrimaryNAICS,SecondPrimaryNAICS,IndustryType,TRI_Air_Emissions_10_in_lbs,TRI_Air_Emissions_11_in_lbs,TRI_Air_Emissions_12_in_lbs,TRI_Air_Emissions_13_in_lbs,GHG_Direct_Emissions_10_in_metric_tons,GHG_Direct_Emissions_11_in_metric_tons,GHG_Direct_Emissions_12_in_metric_tons,GHG_Direct_Emissions_13_in_metric_tons,GHG_Direct_Emissions_14_in_metric_tons
1584,CON EDISON - HUDSON AVE STATION,40.7053,-73.98091,1-11 HUDSON AVENUE,BROOKLYN,NY,11201-1207,KINGS,36047.0,221330,,Power Plants,,,,,55143.76499268695,42653.25860678208,25096.21890193891,53813.28193909496,1044.367025737367
1585,WHISPERING PINES LANDFILL,29.87419,-95.27123,8101 LITTLE YORK,HOUSTON,TX,77016-2435,HARRIS,48201.0,562212,,Waste,,,,,2558599.6993827587,1410495.218639516,2010224.6402779308,670206.9069896749,1137845.0807384895
1586,OHIO VALLEY ALUMINUM CO INC,38.208611,-85.256389,1100 BROOKS IND US TRIAL RD,SHELBYVILLE,KY,400659178,SHELBY,21211.0,331314,,Metals,14268.78635110845,16067.342259240217,14610.741509096177,14064.471024748516,25610.24671638652,34908.28357849347,48930.57468008217,56948.13056550937,52831.25621108637
1587,AREA 11B CGP,28.62348,-97.99428,5911 COUNTY ROAD 136,PAWNEE,TX,78145,,,213112,,Petroleum and Natural Gas Systems,,,,,,,,,58007.546328216486
1588,GULFSTREAM STATION 420,27.62738,-82.51715,4610 BUCKEYE ROAD,PALMETTO,FL,34221,MANATEE,12081.0,486210,,Petroleum and Natural Gas Systems,,,,,36356.41566217199,11116.694471330457,43184.93485511556,35545.630908358355,25748.494106583286
1589,ST. GEORGE CITY POWER: MILLCREEK GENERATION STATION,37.11502,-113.58309,695 E. SKYLINE DR.,ST. GEORGE,UT,84770,WASHINGTON,49053.0,221112,,Power Plants,,,,,727118.2670302067,766466.5031495655,3105721.1944939326,569132.4291254063,1793941.248248526
1590,ETHANOL 2000 LLP (DBA POET BIOREFINING-BINGHAM LAKE),43.897083,-95.045278,40212 510TH AVE,BINGHAM LAKE,MN,56118,COTTONWOOD,27033.0,325193,,"Other,Suppliers of CO2",31710.82976201426,30640.713503171635,31680.71641772676,27795.63171166934,284681.3327396771,282627.79502417485,296007.15643571,152210.50289763598,335930.34004744183
1591,SCOTT AREA SANITARY LANDFILL,41.47345,-90.68807,11555 110TH AVENUE,DAVENPORT,IA,52804-9511,SCOTT,19163.0,562212,,Waste,,,,,153862.42308082577,362331.28503295546,48302.36241465251,96433.2966365402,44011.04235577437
1592,CEDAR HILLS LANDFILL,47.462625,-122.046025,16645 228TH AVE SE,MAPLE VALLEY,WA,98038,KING,53033.0,562212,,Waste,,,,,187489.1719361029,195614.4659884333,301512.270242963,163866.93462779705,36270.73404442636
1593,PSO-SOUTHWESTERN POWER STATION,35.102069,-98.353259,PSO ROAD 1,ANADARKO,OK,73005,CADDO,40015.0,221112,,Power Plants,,,,,91746.1398717384,38729.31986303364,81469.17386105197,79581.62430362459,53125.44690757048
1594,BPXA FLOW STATION #1,70.257844,-148.43581,,PRUDHOE BAY,AK,99734,NORTH SLOPE BOROUGH,2185.0,211111,,Petroleum and Natural Gas Systems,,,,,334920.81392307713,213991.1938864361,324155.8848968453,268449.5185723642,269496.673198379
1595,BOISE WHITE PAPER LLC,46.10396,-118.9184,31831 US-12,WALLULA,WA,99363,WALLA WALLA,53071.0,322110,322121.0,"Pulp and Paper,Suppliers of CO2,Waste",31498.196473734493,34442.8884082148,31716.80279236883,30961.851223600253,80733.20628915887,18615.82715526162,223902.85618974763,41986.16029052836,79098.74726163363
1596,IPS VANDOLAH POWER,27.523458,-81.923578,2394 VANDOLAH RD,WAUCHULA,FL,33873,HARDEE,12049.0,221112,,Power Plants,26723.5944386151,18965.140750317907,15288.096466722363,18936.02952709798,214031.54149335733,54077.72593654606,312460.6977238498,40377.780463025534,176907.37291177447
1597,CARMEUSE LIME MAPLE GROVE OPERATIONS,41.22611,-83.20833,1967 COUNTY ROAD 42,BETTSVILLE,OH,44815,SENECA,39147.0,327410,,Minerals,31639.596313289298,25331.162513748863,26751.066001171228,28200.50971088348,69151.9127959486,27807.955298194604,58063.57685853027,21287.27353977257,40170.84810643586
1598,"FOREST VIEW LANDFILL, LLC",39.10408,-94.68803,4800 KAW DRIVE,KANSAS CITY,KS,66102,WYANDOTTE,20209.0,562212,,Waste,,,,,39295.538463894096,58491.90639261444,77969.2896739229,10492.625881197244,50243.50643273507
1599,TRI-STATE GENERATION & TRANSMISSION-NUCLA STATION,38.238889,-108.508056,30739 DD 30 ROAD,NUCLA,CO,81424,MONTROSE,8085.0,221112,,Power Plants,17949.96083485445,25712.903398857547,17991.605557713072,21684.077610616227,64414.31932086918,37692.698682694594,43209.6507435762,23947.76944064207,40575.98255546937
1600,"NEVADA COGENERATION ASSOCIATES #2, BLACK MOUNTAIN (NCA #2)",36.223195,-114.878878,EAST LAKE MEAD BLVD,LAS VEGAS,NV,89124,CLARK,32003.0,221112,,Power Plants,,,,,70768.12467108609,48996.49403100173,45641.582093070254,47032.82111185054,47480.877361251936
1601,CROCKETT COGENERATION,38.055905,-122.214441,550 LORING AVENUE,CROCKETT,CA,94525-1232,CONTRA COSTA,6013.0,221112,,Power Plants,,,,,84874.50803258788,54270.68849474997,80313.98928981612,48984.25274294448,84965.88024812503
1602,"DEMEC WARREN F BEASLEY POWER STATION - 217 ARTISAN DR, SMYRNA",39.281902,-75.625161,217 ARTISAN DRIVE,SMYRNA,DE,19977-3710,KENT,10001.0,221112,,Power Plants,,,,,301993.72553160763,329314.39861382527,906483.8295504984,710421.0203380769,220114.5453060961
1603,LINDEN GENERATING STATION,40.6225,-74.2097,4001 SOUTH WOOD AVENUE,LINDEN,NJ,70366591,UNION,34039.0,221112,,Power Plants,28002.46524336597,27600.53871119805,29069.59519992525,29145.856057905374,16331.792916315955,6384.758527892365,75933.65886771906,27371.93853219328,34693.94177365194
1604,WHEELABRATOR SOUTH BROWARD INC,26.068889,-80.203611,4400 S STATE ROAD 7,FT LAUDERDALE,FL,333144022,BROWARD,12011.0,562213,,Waste,,,,,48689.00218007726,61543.04812635306,71058.8469453948,181863.0542045668,72986.74852264025
1605,BRENTWOOD,40.7869,-73.194,WILLIAM FLOYD PKWY,CENTRAL ISLIP,NY,11722,SUFFOLK,36103.0,221112,,Power Plants,,,,,269667.2898153097,304817.68352859793,354048.42120627314,234077.81348213035,254083.2990011217
1606,THE GOODYEAR TIRE & RUBBER CO BAYPORT CHEMICAL PLANT,29.6469,-95.0479,13441 BAY AREA BLVD,PASADENA,TX,77507,HARRIS,48201.0,325199,325998.0,Chemicals,21601.698709784738,21234.36285758956,23263.778130966894,12426.47837396548,53881.30389727585,45578.31618666773,15032.356037255682,10941.025811486325,29433.449880765103
1607,TWIN OAKS,31.091456,-96.695685,13065 PLANT RD,BREMOND,TX,76629,ROBERTSON,48395.0,221112,,Power Plants,37754.1381324237,27131.203922303328,31254.036030554595,23686.82032784948,51942.84657681023,25194.011150160542,11217.10977369667,24942.72207528207,22982.858482981075
1608,MARS CHOCOLATE NA LLC,40.86159,-74.82745,700 HIGH ST,HACKETTSTOWN,NJ,7840,WARREN,34041.0,311352,311330.0,Other,28281.39460857645,31261.30192436884,28147.967358029106,24284.328606080373,80777.28803475123,77692.51522496533,206574.54893060584,81441.22622456893,91727.11698913862
1609,BUNGE NA,39.672227,-85.687187,700 N RANGELINE RD,MORRISTOWN,IN,46161,SHELBY,18145.0,311224,311222.0,Other,456606.5688769582,93340.75918505032,433169.0145551198,549652.4318454047,153346.94879321638,485671.1746209524,869202.9128711468,428962.9974793212,704258.1535851407
1610,BAYONNE ENERGY CENTER,40.66494,-74.11046,401 HOOK RD,BAYONNE,NJ,7002,HUDSON,34017.0,221112,,Power Plants,114375.7817334534,94013.51938864571,65266.1836731304,492135.253621627,111948.45265552096,53018.62902362981,2209260.029872952,2895495.636882481,1244268.0830939307
1611,DEER TRACK PARK LANDFILL,43.091345,-88.744231,N6756 WALDMANN LANE,WATERTOWN,WI,53094-9448,JEFFERSON,55055.0,562212,,Waste,,,,,93056.51946171744,13628.06331517033,25270.006690446942,20724.227931970545,11089.14982503451
1612,MCGRATH BEACH PEAKER GENERATING STATION,34.21507,-119.25188,251 N HARBOR BLVD,OXNARD,CA,93035,VENTURA,6111.0,221112,,Power Plants,,,,,,,99418.2555082215,42942.37577696995,93422.5843152979
1613,MEAG WANSLEY UNIT 9,33.4082,-85.0399,3461 HOLLINGSWORTH FERRY RD,FRANKLIN,GA,30217,HEARD,13149.0,221112,,Power Plants,,,,,71971.2940517516,77880.5597765908,17680.69597258272,15793.181540371856,21882.53780905373
1614,HIDETOWN GAS PLANT,35.462533,-100.396697,8020 FM 3104,WHEELER,TX,79096,WHEELER,48483.0,211112,,Petroleum and Natural Gas Systems,,,,,164446.12693450236,247178.8141477567,267497.649096836,236969.394860961,147355.07399700437
1615,HOLYOKE SANITARY LANDFILL,42.227281,-72.547189,11 NEW LUDLOW RD,GRANBY,MA,1033,HAMPSHIRE,25015.0,562212,,Waste,,,,,55578.983583720685,70997.85183777336,44392.13630844535,27575.450608600928,18098.849427580448
1616,E I DUPONT DE NEMOURS - LA PORTE PLANT,29.700264,-95.036967,12501 STRANG RD,LA PORTE,TX,775710347,HARRIS,48201.0,325320,325199.0,"Chemicals,Suppliers of CO2",38695.67550507926,41727.06418771048,32397.977659611737,32031.53658557694,66317.9532162263,91895.74019656924,36847.11079438098,53803.02710581328,32208.45287732514
1617,CINER WYOMING LLC,41.717246,-109.691763,PO BOX 513,GREEN RIVER,WY,82935,SWEETWATER,56037.0,212391,,Minerals,,,,,87157.62128280374,43367.91408633196,72469.44728711635,63861.79688037715,27436.025104146025
1618,PATRICK DRAW GAS PLANT,41.5906,-108.508,"SE1/4, SECTION 25, T19N-R99W",GREEN RIVER,WY,82935,SWEETWATER,56037.0,211111,,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,,,,98644.52077470555,179271.70713774092,215411.30856439297,51752.10706369205,406457.48833880026
1619,MONTGOMERY COUNTY OAKS LFGE PLANT,39.190616,-77.121884,6001 OLNEY-LAYTONSVILLE RD,GAITHERSBURG,MD,20882,MONTGOMERY,24031.0,562212,,Waste,,,,,90597.14173256158,97150.64563730848,146539.2614110205,74302.46942188096,319134.18597685976
1620,ENTERPRISE GAS PROC LLC/NEPTUNE GAS PROC,29.734375,-91.443165,120 TRUNKLINE RD,CENTERVILLE,LA,70522,SAINT MARY,22101.0,211111,,Petroleum and Natural Gas Systems,,,,,156041.0304460291,146474.4830022992,100904.34737798272,390748.1733294927,220494.36827961224
1621,BAYSWATER PEAKING FACILITY LL C,40.608169,-73.761491,1425 BAY 24TH STREET,FAR ROCKAWAY,NY,11691-2317,QUEENS,36081.0,221112,,Power Plants,,,,,72867.79756786814,53680.94305792621,72490.56166977555,13384.00125547059,53755.73745683355
1622,RIO RANCHO MUNICPAL LANDFILL,35.276515,-106.67104,1132 33RD ST NE,RIO RANCHO,NM,87144,SANDOVAL,35043.0,562212,,Waste,,,,,586570.1742305176,818641.2977963131,725194.5625014371,197210.78374095337,408054.0294802033
1623,THE PROCTER & GAMBLE PAPER PRODUCT CO,34.20915,-119.14208,800 N RICE AVE,OXNARD,CA,93030,VENTURA,6111.0,322291,322121.0,Pulp and Paper,22846.570058783444,24751.53148734807,22790.26329764653,26526.192807895783,62149.212166781625,28487.87619277828,62087.62714735913,36071.4286700853,33446.94437036362
1624,GCC DACOTAH,44.0896,-103.271663,501 N SAINT ONGE ST,RAPID CITY,SD,57702,PENNINGTON,46103.0,327310,,Minerals,36708.90842611911,23442.27376918531,30902.426341760427,35248.48285264564,16947.408424566027,63797.627140140095,37203.447133708345,4163.251845260624,24290.22090617664
1625,GTN PIPELINE COMPRESSOR STATION 9,45.489212,-119.848783,IONE GOOSEBERRY RD,IONE,OR,97843,MORROW,41049.0,486210,,Petroleum and Natural Gas Systems,,,,,40427.28565654909,70453.62825110526,55422.997715638994,17014.29164310523,15581.42850752886
1626,ENTERGY MISSISSIPPI ATTALA PLANT,33.0153,-89.676389,2261 ATTALA ROAD 4969,SALLIS,MS,39160,ATTALA,28007.0,221112,,Power Plants,,,,,333879.40932761657,312923.1421416458,417318.2431476022,929536.7720154246,445481.857894328
1627,BELLEVILLE LANDFILL INC,38.486678,-90.014531,2381 PARK ROAD,BELLEVILLE,IL,62220,SAINT CLAIR,17163.0,562212,,Waste,,,,,57511.34441583912,30115.46994642584,40403.55597577413,41553.933875438815,45563.78649327559
1628,ISOLATEK INTERNATIONAL,40.88634,-85.47113,701 N BROADWAY,HUNTINGTON,IN,467505006,HUNTINGTON,18069.0,327993,,Minerals,22812.81498133988,24020.04253795589,17091.701747086085,13130.521152041589,53178.38131502312,47349.393659639,35744.922032220165,38243.32171802367,27548.36149565479
1629,CARVILLE ENERGY CENTER,30.229212,-91.065259,4322 HWY 30,SAINT GABRIEL,LA,70776,IBERVILLE,22047.0,221112,,Power Plants,,,,,82161.40484360764,47644.01567110677,49264.50639023463,34281.903943048426,42494.867103429104
1630,NOVELIS CORP-GREENSBORO,33.560155,-83.197643,1261 WILLOW RUN RD,GREENSBORO,GA,30642,GREENE,13133.0,331314,,Metals,39242.20012486057,44560.826140001576,46873.86465184852,44131.80070392758,418258.991991376,362552.1625476845,1077329.172331701,428395.800056956,991937.238523276
1631,POINT COMFORT GAS PLANT,28.661671,-96.558609,"S. OF S.H. 35, W. OF F.M. 1593",POINT COMFORT,TX,77978,CALHOUN,48057.0,486210,,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,,,,231151.0716150383,964537.6446635292,632535.4555304213,725971.7850290664,559133.0271423027
1632,BRAZOS ELECTRIC JOHNSON COUNTY GENERATION FACILITY,32.399444,-97.408056,831 SPARKS DR,CLEBURNE,TX,76033,JOHNSON,48251.0,221112,,Power Plants,20394.58913037273,27508.810971786865,14253.017955192045,15153.900137600742,308288.7253701089,51799.79562326445,81762.25698915619,50490.13096213181,94385.1394948176
1633,LINCOLN GENERATING FACILITY,41.393294,-87.943411,27150 S KANKAKEE ST,MANHATTAN,IL,60442-9833,WILL,17197.0,221112,,Power Plants,,,,,44196.4996766436,36815.6388153848,34984.920713055835,5846.558509643604,16795.906579868966
1634,KRIPPLE KREEK GAS PLANT,33.52953,-97.88089,1988 BRIAR CREEK RD,BOWIE,TX,762308739,MONTAGUE,48337.0,211111,,Petroleum and Natural Gas Systems,,,,,31167.05881809063,20038.85869125511,68362.18330008269,74205.38715724427,62571.647839145786
1635,AMSTED RAIL CO INC,38.70316,-90.158809,1700 WALNUT,GRANITE CITY,IL,62040,MADISON,17119.0,331513,,Metals,11947.63995100739,20514.251042523618,14728.707955008736,9379.277414186612,85414.83575611518,49515.81538367748,67666.40258876944,15306.233859705746,41220.48842111899
1636,ST. LUCIE COUNTY SOLID WASTE DEPARTMENT,27.386119,-80.394913,6120 GLADES CUTOFF ROAD,FT. PIERCE,FL,34981,SAINT LUCIE,12111.0,562212,,Waste,,,,,46991.79727929827,78187.20778664558,34771.41431710671,34609.5457046454,39478.21377278744
1637,ARCELORMITTAL PLATE LLC (GARY PLATE),41.608722,-87.337224,1 N BROADWAY,GARY,IN,46402,LAKE,18089.0,331111,,Metals,,,,,,59981.622084669245,33362.329063786994,2287.027618626955,28676.99817700177
1638,WV ALLOYS FORMERLY CHIPPER,38.13823,-81.27922,ROUTE 60,ALLOY,WV,25002,FAYETTE,54019.0,331112,,Metals,,,,,41714.898372359385,28642.793857771696,40088.92492373287,6018.362332155302,2938.3749177337304
1639,TEXAS LEHIGH CEMENT COMPANY,30.0579,-97.84423,701 CEMENT PLANT RD,BUDA,TX,78610,HAYS,48209.0,327310,,Minerals,45402.621982085104,42073.08096849735,36472.3928816574,34682.95935134868,63673.92623317228,81379.706045457,60425.58929965436,13829.606097414464,33092.18244650651
1640,LIVINGSTON LANDFILL,38.12947,-77.70718,6241 MASSEY ROAD,SPOTSYLVANIA,VA,22551-6126,SPOTSYLVANIA,51177.0,562212,,Waste,,,,,387086.98373179726,193596.2645125932,161976.74923636846,241870.594557626,462813.1948740168
1641,KING AMERICA FINISHING INC,32.60457,-81.74026,1351 SCARBORO HIGHWAY,SYLVANIA,GA,30467,SCREVEN,13251.0,313310,313312.0,Other,38483.82625987824,43555.914525976725,37822.14524040419,40003.61330631861,84656.16971124816,59218.10102929963,66742.99195195311,59772.91025427493,41097.18403767026
1642,ESCANABA GENERATING STATION,45.77371,-87.06936,2000 POWER PLANT RD,ESCANABA,MI,49829,DELTA,26041.0,221112,,Power Plants,36716.36421752864,40760.20774879859,28180.520298331747,28063.244115562768,86858.24908767329,320413.4252572234,121894.8617595276,173851.36558236618,358379.433172877
1643,SIDNEY SUGARS INC,47.717982,-104.133124,35140 COUNTY RD 125,SIDNEY,MT,59270,RICHLAND,30083.0,311313,,Other,38867.34048124221,35624.98197780473,26541.44145720284,24597.08544507917,35897.74626521289,59286.16239505296,72978.51929619946,51877.29284760272,89356.25344627585
1644,SAINT GOBAIN CONTAINERS INCORPORATED,36.92375,-120.10151,24441 AVE 12,MADERA,CA,93637,MADERA,6039.0,327213,,Minerals,34275.68892570594,34365.11253042428,33435.19867963622,31525.41310513468,76747.36860455,32547.117949406645,32760.156371357763,6837.812593038929,29191.081070241147
1645,PRAXAIR - HEMLOCK MI,43.4345,-84.16065,12334 GEDDES ROAD,HEMLOCK,MI,48626-9409,SAGINAW,26145.0,325120,,Chemicals,,,,,,14993.261657329576,50798.18114479208,35847.671025318625,55121.94109175808
1646,"TARGA MIDSTREAM SERVICES, LLC - EAST CHICO COMPRESSOR STATION",33.3146,-97.771238,,CHICO,TX,76431,WISE,48497.0,211112,,Petroleum and Natural Gas Systems,,,,,,,,68872.86914523324,2080169.3086588075
1647,COGENERATION 1 - PIMA,32.21195,-110.952326,640 N MOUNTIAN,TUCSON,AZ,85721,PIMA,4019.0,611310,,Other,,,,,948915.9711672016,824875.4039934836,2141716.930815324,1149555.5347564928,1691966.9867880666
1648,BLANCO PLANT,36.348812,-107.953184,81 COUNTY RD 4900,BLOOMFIELD,NM,87413,SAN JUAN,35045.0,211111,,Petroleum and Natural Gas Systems,,,,,101679.23535980195,87716.50335197398,60715.30614116108,89406.59981936906,60182.021189455154
1649,BERRY PETROLEUM COMPANY - MIDWAY SUNSET FIELD,35.09983,-119.44445,28700 HOVEY HILLS RD,TAFT,CA,93268,KERN,6029.0,211111,,Petroleum and Natural Gas Systems,,,,,90907.43451216994,169446.00981931042,87939.5929472053,57314.65358234274,66748.25699967673
1650,DUPONT TEIJIN FILMS,37.346248,-77.2858,3600 DISCOVERY DR,CHESTER,VA,23836,CHESTERFIELD,51041.0,325211,326113.0,Other,38600.64005010932,39523.91847537359,31851.37062863839,28654.93131113122,63379.42990653163,36557.23518335946,41348.27701125295,22239.537552413,46992.84042075174
1651,BRASKEM AMERICA INC-LAPORTE SITE,29.705278,-95.079444,8811 STRANG RD,LA PORTE,TX,77571,HARRIS,48201.0,325211,,Other,31822.17500037312,42617.03057558598,41559.68994013057,30471.71382502276,121029.70092381549,102402.26487917484,91654.98404655224,61009.280998236514,109843.62337980531
1652,GRAND ISLE 115 A,,,,SCOTT,LA,70583,LAFAYETTE,22055.0,211111,,Petroleum and Natural Gas Systems,,,,,,,,,44685.267060005805
1653,TIMBER RIDGE LANDFILL,38.170417,-90.764497,12581 STATE HWY H,RICHWOODS,MO,63071,WASHINGTON,29221.0,562212,,Waste,,,,,31622.273698584864,60626.46994754171,87173.61544601154,21595.603781893547,50443.06296916638
1654,AGC FLAT GLASS NORTH AMERICA SPRING HILL PLANT,38.759188,-94.825246,20400 N WEBSTER,SPRING HILL,KS,66083,JOHNSON,20091.0,327211,,Minerals,177989.16290723323,80788.01824867526,184793.1169156535,171813.23528998723,842115.0428435974,705083.9053956844,1047052.8284915512,457968.6240453034,934013.5540276332
1655,MARSHFIELD UTILITIES GAS PLANT,44.634722,-90.134444,2510 E. 34TH STREET,MARSHFIELD,WI,54449,WOOD,55141.0,221112,,Power Plants,,,,,,35730.66827443714,21022.273023321603,46385.19937754227,17335.189325300304
1656,3M CO - BROWNWOOD,31.671177,-98.996513,4501 HIGHWAY 377 S,BROWNWOOD,TX,76801,BROWN,48049.0,326113,,Minerals,31781.8014795574,41020.31160750336,34095.64325196177,38683.11952644175,80229.84213220343,267081.6826964507,119658.7296426746,61706.46261339299,153604.30879828252
1657,ENBRIDGE LONGVIEW GAS PLANT,32.410556,-94.701667,268 MILAM RD,LONGVIEW,TX,75603,GREGG,48183.0,211112,,Petroleum and Natural Gas Systems,,,,,64406.879309286574,84363.20840373682,98007.56753581614,23970.80303904241,49678.3094946358
1658,SCA COGENERATION PLANT II,38.530841,-121.401669,5000 83RD STREET,SACRAMENTO,CA,95826-4745,SACRAMENTO,6067.0,221112,,Power Plants,,,,,65292.63524051426,5555.04946596158,57367.09711955828,41670.57234742011,55777.65129028264
1659,OXBOW CALCINING LLC,36.51873,-97.83689,11826 N 30TH ST,KREMLIN,OK,73753,GARFIELD,40047.0,324199,,Petroleum and Natural Gas Systems,24563.08521580505,24084.623242933136,25170.68408155338,18530.140162070755,180085.2122652158,47051.39023254051,152154.45367720374,40130.96275121889,52164.26191462132
1660,PPG INDUSTRIES INC WORKS 4,33.996428,-98.553358,7400 CENTRAL FWY N,WICHITA FALLS,TX,76305,WICHITA,48485.0,327211,,Minerals,21195.67675725073,27254.33948132396,22873.91192534235,22962.19173426512,68124.47721606748,246398.72159736173,150166.24935606535,221138.03533997835,108925.10445597552
1661,CHUGACH ELECTRIC ASSOCIATION,61.168307,-149.908115,5601 ELECTRON DR,ANCHORAGE,AK,99518,ANCHORAGE,2020.0,221112,,Power Plants,,,,,,,272220.1631501744,64638.07149629197,68464.20165660334
1662,SPOKANE REGIONAL WASTE TO ENERGY FACILITY,47.626529,-117.504278,2900 S GEIGER BLVD,SPOKANE,WA,99224,SPOKANE,53063.0,562213,,Waste,,,,,127217.99719290993,32176.37075041565,31929.242227383304,35092.77954107505,71013.71767562487
1663,DELTA ENERGY CENTER,38.01736,-121.84675,1200 ARCY LANE,PITTSBURG,CA,94565-2810,CONTRA COSTA,6013.0,221112,,Power Plants,,,,,76891.69503304188,43477.13259047646,81937.40535933405,79810.1345396853,77978.21471094704
1664,TALISMAN 587 COMPRESSOR STATION,41.69791,-76.96518,374 FELLOWS CREEK ROAD,CANTON,PA,17724,BRADFORD,42015.0,211111,,Petroleum and Natural Gas Systems,,,,,,78532.03893731885,81101.93903194224,46938.09955577309,56377.39536455223
1665,WELLFORD LANDFILL,34.993969,-82.138342,595 LITTLE MOUNTAIN ROAD,WELLFORD,SC,29385-9018,SPARTANBURG,45083.0,562212,,Waste,,,,,59069.66384170758,36716.88927169121,41638.68740350069,37795.88289344924,61850.129688981455
1666,MOSTOLLER LDFL,39.97697,-78.99083,7095 GLADES PIKE,SOMERSET,PA,15501,SOMERSET,42111.0,562212,,Waste,,,,,245999.1763298984,170703.46916372032,218865.40577180288,610384.8476578532,276368.422509675
1667,READING HOSP,40.33243,-75.95001,6TH & SPRUCE ST,WEST READING,PA,19611,BERKS,42011.0,622110,,Other,,,,,,,57700.67167702241,55767.41748877536,41026.32843451171
1668,"WEYERHAEUSER COMPANY, COLUMBUS PULP AND PAPER",33.360815,-88.458046,4335 CARSON RD,COLUMBUS,MS,39703,LOWNDES,28087.0,322110,,"Pulp and Paper,Waste",18145.724254190653,20327.39718718261,21647.387180770154,16181.88127156328,25994.385581710143,46385.05969904592,126339.81227025768,83982.2693403888,73160.67418009944
